ExerciseDate,ExerciseActivityName,ExerciseActiveDuration,ExerciseAverageHeartRate,ExerciseCalories,ExerciseDuration,ExerciseElevationGain,ExerciseSteps,ExerciseSedentaryMinutes,ExerciseLightMinutes,ExerciseFairlyActiveMinutes,ExerciseVeryActiveMinutes,ExerciseOutOfRangeMaxHR,ExerciseOutOfRangeMinHR,ExerciseOutOfRangeMinutes,ExerciseFatBurnMaxHR,ExerciseFatBurnMinHR,ExerciseFatBurnMinutes,ExerciseCardioMaxHR,ExerciseCardioMinHR,ExerciseCardioMinutes,ExercisePeakMaxHR,ExercisePeakMinHR,ExercisePeakMinutes,Speed,Pace,ExerciseDistance,Year,Month,Day,YearMonthDay
2019-07-20 13:22:07,Walk,666000,88,90,666000,10.0,960,1,10,0,0,96,30,6,134,96,3,163,134,1,220,163,0,0.0,0.0,0.0,2019,7,20,2019-07-20
2019-07-20 13:59:40,Walk,614000,66,74,614000,10.0,894,0,10,0,0,96,30,10,134,96,0,163,134,0,220,163,0,0.0,0.0,0.0,2019,7,20,2019-07-20
2019-07-20 17:49:11,Walk,922000,120,159,922000,30.0,1337,0,0,0,15,96,30,2,134,96,10,163,134,3,220,163,0,0.0,0.0,0.0,2019,7,20,2019-07-20
2019-07-20 18:02:17,Weights,3291000,117,526,3305000,52.001312,1966,4,5,6,39,96,30,11,134,96,32,163,134,10,220,163,2,0.0,0.0,0.0,2019,7,20,2019-07-20
2019-07-22 11:42:59,Walk,768000,102,117,768000,30.0,1147,0,0,2,11,96,30,3,134,96,10,163,134,0,220,163,0,0.0,0.0,0.0,2019,7,22,2019-07-22
2019-07-22 11:53:01,Weights,2856000,108,390,2858000,31.000656,1649,5,6,10,26,96,30,13,134,96,31,163,134,3,220,163,0,0.0,0.0,0.0,2019,7,22,2019-07-22
2019-07-24 11:50:31,Walk,717000,112,125,717000,30.0,1006,0,1,1,10,96,30,2,134,96,8,163,134,2,220,163,0,0.0,0.0,0.0,2019,7,24,2019-07-24
2019-07-24 12:01:17,Weights,2706000,136,563,2717000,57.001312,1828,0,0,1,44,96,30,1,134,96,26,163,134,8,220,163,10,0.0,0.0,0.0,2019,7,24,2019-07-24
2019-07-25 22:00:38,Run,1737000,155,425,2265000,107.001312,4508,1,0,0,27,96,30,0,134,96,1,163,134,22,220,163,6,6.1778072538860105,582.73103255779,2.966528,2019,7,25,2019-07-25
2019-07-26 23:18:12,Walk,870000,79,109,870000,20.0,1213,0,2,2,10,96,30,11,134,96,3,163,134,0,220,163,0,0.0,0.0,0.0,2019,7,26,2019-07-26
2019-07-27 00:40:58,Walk,870000,85,116,870000,20.0,1309,0,0,3,11,96,30,14,134,96,1,163,134,0,220,163,0,0.0,0.0,0.0,2019,7,27,2019-07-27
2019-07-27 13:19:34,Walk,614000,78,76,614000,20.0,838,0,1,3,6,96,30,8,134,96,0,163,134,0,220,163,0,0.0,0.0,0.0,2019,7,27,2019-07-27
2019-07-27 23:48:27,Walk,870000,97,125,870000,20.0,1340,0,0,2,12,96,30,3,134,96,11,163,134,0,220,163,0,0.0,0.0,0.0,2019,7,27,2019-07-27
2019-07-28 00:00:16,Weights,4588000,151,1082,4589000,7.001312,5213,0,0,0,76,96,30,0,134,96,24,163,134,24,220,163,28,0.0,0.0,0.0,2019,7,28,2019-07-28
2019-07-28 01:18:00,Walk,1075000,108,184,1075000,20.0,1482,0,0,1,17,96,30,2,134,96,14,163,134,1,220,163,0,0.0,0.0,0.0,2019,7,28,2019-07-28
2019-07-29 22:26:20,Walk,921000,107,136,921000,10.0,1282,0,0,2,13,96,30,10,134,96,3,163,134,1,220,163,1,0.0,0.0,0.0,2019,7,29,2019-07-29
2019-07-29 22:39:45,Workout,2362000,151,582,2364000,7.998688,2491,0,0,0,40,96,30,0,134,96,1,163,134,33,220,163,6,0.0,0.0,0.0,2019,7,29,2019-07-29
2019-07-29 23:19:13,Walk,972000,108,155,972000,40.0,1360,0,0,0,16,96,30,0,134,96,16,163,134,0,220,163,0,0.0,0.0,0.0,2019,7,29,2019-07-29
2019-08-01 21:42:15,Walk,768000,83,95,768000,10.0,997,0,1,4,7,96,30,10,134,96,2,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,1,2019-08-01
2019-08-01 22:01:55,Weights,5265000,120,637,5283000,58.999344,2399,32,12,5,38,96,30,17,134,96,31,163,134,10,220,163,5,0.0,0.0,0.0,2019,8,1,2019-08-01
2019-08-02 11:14:35,Walk,717000,115,131,717000,20.0,1126,0,0,0,12,96,30,0,134,96,11,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,2,2019-08-02
2019-08-02 11:24:31,Weights,2694000,122,487,2697000,41.000656,1623,0,4,3,38,96,30,5,134,96,28,163,134,11,220,163,1,0.0,0.0,0.0,2019,8,2,2019-08-02
2019-08-03 13:08:27,Walk,1894000,84,234,1894000,30.0,2130,4,4,7,16,96,30,24,134,96,6,163,134,2,220,163,0,0.0,0.0,0.0,2019,8,3,2019-08-03
2019-08-03 23:39:01,Walk,973000,84,113,973000,0.0,1213,2,2,4,8,96,30,12,134,96,4,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,3,2019-08-03
2019-08-04 00:26:49,Walk,614000,102,95,614000,0.0,971,0,0,1,9,96,30,2,134,96,9,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,4,2019-08-04
2019-08-04 17:17:08,Walk,1228000,88,152,1228000,20.0,1596,1,3,6,10,96,30,13,134,96,7,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,4,2019-08-04
2019-08-04 17:37:36,Sport,2764000,118,521,2764000,0.0,4235,0,0,3,43,96,30,2,134,96,44,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,4,2019-08-04
2019-08-04 18:23:40,Walk,3942000,104,627,3942000,70.0,5994,3,15,1,46,96,30,23,134,96,40,163,134,3,220,163,0,0.0,0.0,0.0,2019,8,4,2019-08-04
2019-08-04 20:14:35,Walk,1076000,99,160,1076000,0.0,1692,0,0,0,17,96,30,8,134,96,10,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,4,2019-08-04
2019-08-05 11:44:42,Walk,819000,118,154,819000,20.0,1253,0,0,0,14,96,30,0,134,96,14,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,5,2019-08-05
2019-08-05 11:56:19,Weights,2839000,118,470,2841000,38.999344,1734,2,2,12,31,96,30,5,134,96,34,163,134,6,220,163,2,0.0,0.0,0.0,2019,8,5,2019-08-05
2019-08-06 23:03:23,Walk,1997000,98,298,1997000,40.0,3023,0,2,4,27,96,30,10,134,96,23,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,6,2019-08-06
2019-08-07 00:15:53,Run,2182000,148,565,7155000,78.999344,5534,0,0,0,38,96,30,0,134,96,4,163,134,28,220,163,4,5.966407699358386,603.3781433318973,3.593923,2019,8,7,2019-08-07
2019-08-07 03:06:35,Walk,4300000,99,604,4300000,50.0,5433,11,6,4,50,96,30,32,134,96,39,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,7,2019-08-07
2019-08-08 00:23:06,Walk,1485000,90,175,1485000,10.0,1734,3,2,4,15,96,30,14,134,96,10,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,8,2019-08-08
2019-08-08 21:00:25,Walk,717000,82,91,717000,20.0,988,0,0,3,8,96,30,11,134,96,1,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,8,2019-08-08
2019-08-08 21:45:38,Walk,1536000,82,202,1536000,0.0,2347,0,3,6,17,96,30,23,134,96,3,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,8,2019-08-08
2019-08-09 00:50:48,Walk,2458000,82,283,2458000,50.0,2859,5,1,11,23,96,30,35,134,96,6,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,9,2019-08-09
2019-08-09 13:29:24,Walk,1382000,91,199,1382000,0.0,2311,0,1,2,20,96,30,11,134,96,9,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,9,2019-08-09
2019-08-09 14:36:49,Walk,614000,76,61,614000,0.0,541,0,10,0,0,96,30,11,134,96,0,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,9,2019-08-09
2019-08-09 21:40:45,Walk,614000,88,78,614000,0.0,811,1,9,0,0,96,30,5,134,96,5,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,9,2019-08-09
2019-08-09 23:27:32,Walk,768000,95,103,768000,0.0,1090,0,1,1,10,96,30,6,134,96,7,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,9,2019-08-09
2019-08-11 17:05:10,Walk,819000,96,122,819000,30.0,1274,0,0,3,10,96,30,8,134,96,4,163,134,1,220,163,0,0.0,0.0,0.0,2019,8,11,2019-08-11
2019-08-11 17:18:12,Weights,3770000,115,557,4009000,60.0,2043,7,7,13,35,96,30,19,134,96,30,163,134,7,220,163,6,0.0,0.0,0.0,2019,8,11,2019-08-11
2019-08-12 21:42:51,Walk,1024000,89,140,1024000,40.0,1475,0,1,5,11,96,30,13,134,96,4,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,12,2019-08-12
2019-08-13 11:44:14,Walk,819000,120,144,819000,30.0,1131,0,0,1,12,96,30,3,134,96,10,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,13,2019-08-13
2019-08-13 11:56:07,Weights,3007000,116,511,3008000,36.000656,1636,0,4,5,41,96,30,4,134,96,41,163,134,4,220,163,1,0.0,0.0,0.0,2019,8,13,2019-08-13
2019-08-14 20:57:34,Walk,819000,101,132,819000,20.0,1241,0,0,2,12,96,30,3,134,96,11,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,14,2019-08-14
2019-08-14 21:12:57,Weights,4134000,109,592,4137000,57.001312,2025,7,8,14,39,96,30,20,134,96,39,163,134,9,220,163,0,0.0,0.0,0.0,2019,8,14,2019-08-14
2019-08-18 15:27:32,Walk,767000,94,119,767000,20.0,1291,0,0,1,12,96,30,8,134,96,4,163,134,1,220,163,0,0.0,0.0,0.0,2019,8,18,2019-08-18
2019-08-18 15:39:23,Treadmill,1419000,154,381,1421000,11.000656,3300,0,0,0,24,96,30,0,134,96,4,163,134,7,220,163,13,5.342463424947146,0.0,2.105822,2019,8,18,2019-08-18
2019-08-18 16:03:14,Workout,1612000,141,348,1614000,0.0,256,0,0,0,26,96,30,0,134,96,5,163,134,21,220,163,0,0.0,0.0,0.0,2019,8,18,2019-08-18
2019-08-18 16:34:04,Walk,871000,94,123,871000,30.0,1175,1,0,2,11,96,30,6,134,96,7,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,18,2019-08-18
2019-08-20 00:58:43,Walk,819000,106,138,819000,20.0,1238,0,0,1,13,96,30,1,134,96,13,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,20,2019-08-20
2019-08-20 01:11:28,Weights,3299000,128,636,3305000,22.998688,1603,0,1,2,51,96,30,3,134,96,30,163,134,22,220,163,0,0.0,0.0,0.0,2019,8,20,2019-08-20
2019-08-21 11:12:20,Walk,870000,93,117,870000,20.0,1191,0,1,3,10,96,30,7,134,96,7,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,21,2019-08-21
2019-08-21 11:26:00,Weights,3010000,132,594,3012000,32.001312,1546,0,2,2,47,96,30,2,134,96,25,163,134,22,220,163,2,0.0,0.0,0.0,2019,8,21,2019-08-21
2019-08-22 21:18:33,Walk,870000,107,148,870000,20.0,1339,0,0,0,15,96,30,1,134,96,14,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,22,2019-08-22
2019-08-22 21:30:55,Weights,3957000,126,707,3971000,53.999344,4878,8,5,4,48,96,30,14,134,96,32,163,134,10,220,163,10,0.0,0.0,0.0,2019,8,22,2019-08-22
2019-08-23 22:35:08,Walk,1587000,78,198,1587000,40.0,2152,1,4,5,16,96,30,20,134,96,6,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,23,2019-08-23
2019-08-24 16:11:34,Walk,1587000,81,200,1587000,0.0,2232,0,4,7,15,96,30,22,134,96,5,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,24,2019-08-24
2019-08-24 18:10:11,Walk,2406000,85,331,2406000,80.0,3869,1,2,6,31,96,30,33,134,96,7,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,24,2019-08-24
2019-08-24 21:45:13,Walk,1740000,80,221,1740000,30.0,2777,2,1,6,20,96,30,25,134,96,4,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,24,2019-08-24
2019-08-24 23:22:29,Walk,615000,89,75,615000,0.0,837,1,1,1,7,96,30,6,134,96,4,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,24,2019-08-24
2019-08-25 00:29:54,Walk,819000,75,105,819000,20.0,1281,0,1,2,10,96,30,14,134,96,0,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,25,2019-08-25
2019-08-25 14:19:18,Walk,614000,98,89,614000,0.0,855,0,1,1,8,96,30,4,134,96,6,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,25,2019-08-25
2019-08-25 14:29:12,Run,1790000,158,478,2423000,90.0,4780,0,0,0,29,96,30,0,134,96,1,163,134,20,220,163,9,6.453585251396648,557.8294637420198,3.208028,2019,8,25,2019-08-25
2019-08-25 15:07:48,Walk,1741000,117,318,1741000,40.0,2902,0,0,1,28,96,30,1,134,96,28,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,25,2019-08-25
2019-08-25 18:04:33,Walk,614000,80,75,614000,20.0,869,0,10,0,0,96,30,10,134,96,0,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,25,2019-08-25
2019-08-26 11:50:20,Walk,717000,99,110,717000,20.0,1146,0,0,2,10,96,30,4,134,96,8,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,26,2019-08-26
2019-08-26 12:02:50,Weights,4608000,137,735,4692000,56.000656,1771,20,5,3,48,96,30,6,134,96,15,163,134,24,220,163,11,0.0,0.0,0.0,2019,8,26,2019-08-26
2019-08-26 21:57:52,Walk,615000,120,117,615000,20.0,904,0,0,0,11,96,30,0,134,96,2,163,134,1,220,163,0,0.0,0.0,0.0,2019,8,26,2019-08-26
2019-08-27 21:13:02,Walk,819000,95,111,819000,20.0,1209,1,0,2,10,96,30,4,134,96,9,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,27,2019-08-27
2019-08-27 21:27:55,Weights,4489000,131,854,4490000,42.001312,4961,5,2,7,60,96,30,10,134,96,34,163,134,19,220,163,12,0.0,0.0,0.0,2019,8,27,2019-08-27
2019-08-29 11:53:46,Walk,666000,123,128,666000,40.0,1123,0,0,1,10,96,30,3,134,96,4,163,134,4,220,163,0,0.0,0.0,0.0,2019,8,29,2019-08-29
2019-08-29 12:02:18,Weights,3385000,135,700,3413000,38.999344,1903,1,2,5,48,96,30,3,134,96,23,163,134,20,220,163,10,0.0,0.0,0.0,2019,8,29,2019-08-29
2019-08-31 16:16:29,Walk,614000,90,81,614000,20.0,874,0,1,2,7,96,30,8,134,96,2,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,31,2019-08-31
2019-08-31 18:15:05,Walk,2150000,88,273,2150000,20.0,2888,1,4,6,24,96,30,27,134,96,8,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,31,2019-08-31
2019-08-31 19:37:00,Walk,3533000,81,396,3533000,10.0,4189,4,10,20,24,96,30,57,134,96,2,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,31,2019-08-31
2019-08-31 21:19:24,Walk,2099000,95,302,2099000,20.0,3141,0,0,2,32,96,30,19,134,96,15,163,134,0,220,163,0,0.0,0.0,0.0,2019,8,31,2019-08-31
2019-09-01 16:12:57,Run,1698000,160,452,2083000,122.001313,4494,0,0,0,28,96,30,0,134,96,1,163,134,8,220,163,19,6.44108480565371,558.9120635145299,3.028233,2019,9,1,2019-09-01
2019-09-02 19:49:06,Run,1606000,151,366,2322000,107.001312,4236,1,0,0,25,96,30,0,134,96,2,163,134,18,220,163,6,6.609812951432129,544.6447617280907,2.932241,2019,9,2,2019-09-02
2019-09-02 21:55:02,Walk,666000,69,82,666000,10.0,894,0,3,3,5,96,30,11,134,96,0,163,134,0,220,163,0,0.0,0.0,0.0,2019,9,2,2019-09-02
2019-09-02 22:47:56,Walk,973000,89,122,973000,40.0,1145,1,1,5,9,96,30,14,134,96,3,163,134,0,220,163,0,0.0,0.0,0.0,2019,9,2,2019-09-02
2019-09-04 11:49:42,Weights,3911000,122,700,3947000,61.000656,2532,3,2,7,53,96,30,7,134,96,35,163,134,22,220,163,0,0.0,0.0,0.0,2019,9,4,2019-09-04
